label,x1,y1,x2,y2,x3,y3,x4,y4,path_img
Cercle_2,94,33,155,33,94,90,155,90,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/203_Cercle2.jpg
Hexagone_2,79,121,144,121,79,182,144,182,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/48_Hexagone2.jpg
Hexagone_3,115,41,151,41,115,85,151,85,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/68_Hexagone3.jpg
Diamant_4,174,40,267,40,174,117,267,117,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/95_Diamant4.jpg
Hexagone_2,126,126,218,126,126,215,218,215,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/332_Hexagone2.jpg
Triangle_4,72,72,144,72,72,141,144,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/19_Triangle4.jpg
Diamant_2,83,32,149,32,83,105,149,105,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/391_Diamant2.jpg
Cercle_2,76,28,195,28,76,129,195,129,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/135_Cercle2.jpg
Diamant_3,13,78,132,78,13,187,132,187,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/260_Diamant3.jpg
Cercle_2,112,167,168,167,112,220,168,220,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/278_Cercle2.jpg
Diamant_4,11,102,127,102,11,214,127,214,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/159_Diamant4.jpg
Diamant_2,116,78,304,78,116,240,304,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/64_Diamant2.jpg
Diamant_5,165,117,197,117,165,147,197,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/87_Diamant5.jpg
Triangle_5,137,51,193,51,137,123,193,123,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/8_Triangle5.jpg
Cercle_3,54,29,177,29,54,139,177,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/534_Cercle3.jpg
Triangle_3,124,53,164,53,124,93,164,93,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/11_Triangle3.jpg
Cercle_3,127,121,179,121,127,171,179,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/229_Cercle3.jpg
Hexagone_2,144,78,196,78,144,131,196,131,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/177_Hexagone2.jpg
Diamant_2,120,104,150,104,120,136,150,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/153_Diamant2.jpg
Cercle_3,63,29,178,29,63,139,178,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/158_Cercle3.jpg
Diamant_2,5,17,107,17,5,120,107,120,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/437_Diamant2.jpg
Cercle_5,76,34,157,34,76,110,157,110,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/19_Cercle5.jpg
Cercle_3,156,22,279,22,156,147,279,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/143_Cercle3.jpg
Diamant_2,127,50,216,50,127,136,216,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/244_Diamant2.jpg
Triangle_2,112,78,172,78,112,140,172,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/54_Triangle2.jpg
Triangle_4,138,82,192,82,138,135,192,135,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/231_Triangle4.jpg
Triangle_4,62,31,111,31,62,79,111,79,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/70_Triangle4.jpg
Diamant_4,136,23,224,23,136,110,224,110,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/143_Diamant4.jpg
Triangle_3,137,95,192,95,137,148,192,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/82_Triangle3.jpg
Triangle_2,150,63,224,63,150,133,224,133,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/14_Triangle2.jpg
No_Shape,163,64,273,64,163,174,273,174,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/63_NoShape.jpg
Cercle_4,133,37,167,37,133,69,167,69,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/120_Cercle4.jpg
Cercle_5,186,128,239,128,186,183,239,183,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/46_Cercle5.jpg
Triangle_4,121,152,183,152,121,216,183,216,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/35_Triangle4.jpg
Diamant_3,142,106,212,106,142,172,212,172,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/58_Diamant3.jpg
Cercle_3,144,60,188,60,144,104,188,104,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/438_Cercle3.jpg
No_Shape,119,34,185,34,119,100,185,100,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/158_NoShape.jpg
Triangle_2,88,38,144,38,88,98,144,98,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/256_Triangle2.jpg
No_Shape,200,61,287,61,200,140,287,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/209_NoShape.jpg
Hexagone_5,204,189,276,189,204,240,276,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/22_Hexagone5.jpg
Diamant_3,187,96,247,96,187,154,247,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/152_Diamant3.jpg
Diamant_3,0,41,111,41,0,156,111,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/325_Diamant3.jpg
Diamant_3,205,28,309,28,205,152,309,152,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/62_Diamant3.jpg
Hexagone_2,217,43,238,43,217,63,238,63,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/311_Hexagone2.jpg
Cercle_2,231,65,314,65,231,150,314,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/182_Cercle2.jpg
Cercle_3,34,19,115,19,34,128,115,128,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/306_Cercle3.jpg
Cercle_5,54,153,100,153,54,200,100,200,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/171_Cercle5.jpg
Triangle_3,77,51,133,51,77,109,133,109,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/195_Triangle3.jpg
Cercle_3,19,167,110,167,19,240,110,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/334_Cercle3.jpg
Diamant_5,177,63,248,63,177,136,248,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/136_Diamant5.jpg
Hexagone_2,25,100,102,100,25,179,102,179,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/180_Hexagone2.jpg
Diamant_5,128,63,191,63,128,134,191,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/40_Diamant5.jpg
Cercle_2,171,131,227,131,171,190,227,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/184_Cercle2.jpg
Cercle_2,0,21,103,21,0,123,103,123,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/2_Cercle2.jpg
Hexagone_4,172,139,243,139,172,204,243,204,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/200_Hexagone4.jpg
Cercle_5,96,139,148,139,96,192,148,192,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/11_Cercle5.jpg
Diamant_4,41,108,92,108,41,161,92,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/55_Diamant4.jpg
Hexagone_3,101,25,230,25,101,153,230,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/204_Hexagone3.jpg
Diamant_2,20,118,95,118,20,199,95,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/443_Diamant2.jpg
Diamant_5,93,60,169,60,93,139,169,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/96_Diamant5.jpg
Cercle_5,63,64,93,64,63,90,93,90,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/179_Cercle5.jpg
Triangle_2,104,138,175,138,104,210,175,210,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/175_Triangle2.jpg
Triangle_3,64,134,108,134,64,174,108,174,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/109_Triangle3.jpg
Triangle_2,131,33,219,33,131,121,219,121,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/306_Triangle2.jpg
Diamant_2,200,137,264,137,200,200,264,200,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/286_Diamant2.jpg
Triangle_2,145,126,204,126,145,191,204,191,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/245_Triangle2.jpg
Cercle_2,72,48,168,48,72,139,168,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/42_Cercle2.jpg
Triangle_2,169,51,202,51,169,85,202,85,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/171_Triangle2.jpg
Diamant_2,178,61,320,61,178,240,320,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/152_Diamant2.jpg
Triangle_4,97,88,156,88,97,147,156,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/27_Triangle4.jpg
Cercle_5,123,68,174,68,123,116,174,116,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/23_Cercle5.jpg
Hexagone_5,77,70,222,70,77,211,222,211,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/138_Hexagone5.jpg
Hexagone_5,139,137,224,137,139,229,224,229,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/14_Hexagone5.jpg
Triangle_2,131,114,186,114,131,168,186,168,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/321_Triangle2.jpg
Hexagone_2,158,92,240,92,158,168,240,168,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/198_Hexagone2.jpg
Diamant_4,102,60,183,60,102,142,183,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/176_Diamant4.jpg
Cercle_2,34,89,168,89,34,216,168,216,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/118_Cercle2.jpg
Cercle_3,138,85,185,85,138,143,185,143,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/299_Cercle3.jpg
Hexagone_5,108,141,178,141,108,205,178,205,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/177_Hexagone5.jpg
Cercle_5,162,131,214,131,162,183,214,183,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/38_Cercle5.jpg
Cercle_4,103,100,162,100,103,150,162,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/211_Cercle4.jpg
Cercle_3,184,64,261,64,184,139,261,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/22_Cercle3.jpg
Cercle_3,111,74,194,74,111,156,194,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/442_Cercle3.jpg
Triangle_2,119,170,208,170,119,240,208,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/56_Triangle2.jpg
Diamant_2,0,108,163,108,0,240,163,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/202_Diamant2.jpg
Hexagone_5,216,81,268,81,216,135,268,135,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/169_Hexagone5.jpg
Diamant_4,190,119,253,119,190,184,253,184,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/109_Diamant4.jpg
Diamant_3,63,33,208,33,63,159,208,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/74_Diamant3.jpg
Diamant_3,75,104,137,104,75,164,137,164,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/302_Diamant3.jpg
Diamant_2,221,69,320,69,221,174,320,174,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/139_Diamant2.jpg
Hexagone_5,74,136,134,136,74,196,134,196,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/21_Hexagone5.jpg
Diamant_4,165,115,249,115,165,210,249,210,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/247_Diamant4.jpg
Triangle_4,144,145,173,145,144,174,173,174,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/115_Triangle4.jpg
Cercle_5,154,68,235,68,154,139,235,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/21_Cercle5.jpg
Hexagone_4,113,77,178,77,113,143,178,143,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/181_Hexagone4.jpg
Triangle_5,62,52,117,52,62,117,117,117,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/149_Triangle5.jpg
Hexagone_3,112,153,157,153,112,199,157,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/234_Hexagone3.jpg
Triangle_2,228,112,267,112,228,148,267,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/432_Triangle2.jpg
Hexagone_5,127,174,177,174,127,228,177,228,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/259_Hexagone5.jpg
No_Shape,139,78,201,78,139,141,201,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/130_NoShape.jpg
Cercle_3,117,71,212,71,117,161,212,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/487_Cercle3.jpg
Hexagone_4,22,60,97,60,22,132,97,132,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/71_Hexagone4.jpg
Hexagone_2,132,160,178,160,132,209,178,209,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/192_Hexagone2.jpg
Cercle_4,134,141,189,141,134,201,189,201,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/101_Cercle4.jpg
Triangle_3,99,108,150,108,99,159,150,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/165_Triangle3.jpg
Hexagone_5,86,54,170,54,86,141,170,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/62_Hexagone5.jpg
Triangle_2,156,127,183,127,156,153,183,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/68_Triangle2.jpg
Hexagone_3,111,23,189,23,111,104,189,104,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/184_Hexagone3.jpg
Triangle_2,111,78,171,78,111,138,171,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/53_Triangle2.jpg
Cercle_3,12,156,95,156,12,237,95,237,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/27_Cercle3.jpg
Hexagone_3,194,141,256,141,194,202,256,202,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/223_Hexagone3.jpg
Cercle_3,0,63,33,63,0,109,33,109,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/57_Cercle3.jpg
Hexagone_3,75,119,111,119,75,158,111,158,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/126_Hexagone3.jpg
Diamant_3,121,117,167,117,121,167,167,167,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/322_Diamant3.jpg
Triangle_4,73,24,157,24,73,114,157,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/51_Triangle4.jpg
Cercle_4,22,91,106,91,22,168,106,168,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/183_Cercle4.jpg
Diamant_3,112,31,287,31,112,185,287,185,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/41_Diamant3.jpg
Triangle_2,145,34,216,34,145,114,216,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/267_Triangle2.jpg
Diamant_2,121,107,157,107,121,144,157,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/140_Diamant2.jpg
Hexagone_3,43,37,118,37,43,109,118,109,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/156_Hexagone3.jpg
Diamant_3,184,69,230,69,184,111,230,111,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/263_Diamant3.jpg
Diamant_2,178,98,215,98,178,134,215,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/36_Diamant2.jpg
Diamant_2,29,100,82,100,29,156,82,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/2_Diamant2.jpg
Diamant_2,19,72,148,72,19,196,148,196,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/68_Diamant2.jpg
Cercle_2,177,42,256,42,177,130,256,130,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/303_Cercle2.jpg
Triangle_4,217,69,320,69,217,195,320,195,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/140_Triangle4.jpg
Triangle_2,156,66,215,66,156,126,215,126,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/114_Triangle2.jpg
Triangle_4,125,150,174,150,125,199,174,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/29_Triangle4.jpg
Hexagone_5,61,77,205,77,61,217,205,217,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/178_Hexagone5.jpg
Hexagone_2,45,132,101,132,45,191,101,191,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/92_Hexagone2.jpg
Cercle_4,74,124,128,124,74,176,128,176,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/261_Cercle4.jpg
Diamant_3,107,73,159,73,107,127,159,127,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/33_Diamant3.jpg
Cercle_2,166,80,218,80,166,139,218,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/63_Cercle2.jpg
Triangle_4,103,56,155,56,103,114,155,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/111_Triangle4.jpg
Hexagone_2,188,134,274,134,188,216,274,216,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/258_Hexagone2.jpg
Diamant_5,206,35,239,35,206,65,239,65,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/31_Diamant5.jpg
Diamant_2,128,100,170,100,128,147,170,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/30_Diamant2.jpg
Hexagone_2,151,126,193,126,151,166,193,166,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/206_Hexagone2.jpg
Hexagone_3,168,122,231,122,168,186,231,186,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/81_Hexagone3.jpg
Triangle_2,78,23,172,23,78,141,172,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/27_Triangle2.jpg
Diamant_2,131,51,228,51,131,143,228,143,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/295_Diamant2.jpg
Triangle_2,201,53,290,53,201,138,290,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/65_Triangle2.jpg
Diamant_4,240,112,315,112,240,187,315,187,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/194_Diamant4.jpg
Cercle_3,81,64,158,64,81,135,158,135,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/459_Cercle3.jpg
Triangle_2,233,39,320,39,233,150,320,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/57_Triangle2.jpg
Cercle_3,72,162,141,162,72,232,141,232,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/146_Cercle3.jpg
Triangle_2,162,32,242,32,162,136,242,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/201_Triangle2.jpg
Triangle_4,117,83,186,83,117,151,186,151,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/182_Triangle4.jpg
Cercle_2,57,19,171,19,57,114,171,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/96_Cercle2.jpg
Cercle_4,85,139,137,139,85,195,137,195,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/110_Cercle4.jpg
Triangle_5,144,49,213,49,144,126,213,126,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/125_Triangle5.jpg
Diamant_2,224,39,320,39,224,117,320,117,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/424_Diamant2.jpg
Cercle_4,152,112,202,112,152,162,202,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/170_Cercle4.jpg
Triangle_4,181,59,229,59,181,105,229,105,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/179_Triangle4.jpg
Diamant_5,77,62,125,62,77,110,125,110,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/73_Diamant5.jpg
Diamant_3,88,1,164,1,88,71,164,71,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/307_Diamant3.jpg
Diamant_2,8,81,102,81,8,159,102,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/248_Diamant2.jpg
Cercle_5,75,31,193,31,75,140,193,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/110_Cercle5.jpg
Cercle_5,172,92,228,92,172,186,228,186,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/70_Cercle5.jpg
Cercle_4,177,144,273,144,177,240,273,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/123_Cercle4.jpg
Cercle_2,65,84,114,84,65,130,114,130,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/102_Cercle2.jpg
Cercle_4,53,91,151,91,53,182,151,182,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/219_Cercle4.jpg
Hexagone_2,216,91,302,91,216,166,302,166,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/126_Hexagone2.jpg
Triangle_4,184,93,241,93,184,150,241,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/203_Triangle4.jpg
Cercle_4,208,102,283,102,208,176,283,176,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/141_Cercle4.jpg
Cercle_5,16,126,73,126,16,183,73,183,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/186_Cercle5.jpg
Hexagone_5,155,107,237,107,155,194,237,194,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/86_Hexagone5.jpg
Diamant_3,53,99,105,99,53,154,105,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/148_Diamant3.jpg
Diamant_5,140,64,182,64,140,108,182,108,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/29_Diamant5.jpg
Triangle_3,60,118,173,118,60,226,173,226,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/173_Triangle3.jpg
Diamant_4,172,76,277,76,172,174,277,174,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/193_Diamant4.jpg
Triangle_3,140,106,192,106,140,159,192,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/114_Triangle3.jpg
Triangle_2,94,23,196,23,94,127,196,127,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/86_Triangle2.jpg
Hexagone_3,136,154,204,154,136,222,204,222,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/142_Hexagone3.jpg
Diamant_3,111,104,183,104,111,177,183,177,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/153_Diamant3.jpg
Diamant_3,117,106,151,106,117,136,151,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/128_Diamant3.jpg
Cercle_3,159,60,183,60,159,80,183,80,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/426_Cercle3.jpg
Triangle_4,213,159,264,159,213,207,264,207,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/122_Triangle4.jpg
Cercle_2,141,133,201,133,141,186,201,186,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/70_Cercle2.jpg
Hexagone_5,142,165,195,165,142,217,195,217,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/59_Hexagone5.jpg
